flat_type,location1,buildupArea_sqft,age_of_property,furnishing,bedrooms,bathrooms,balcony,parking,Flat_price
3,Kandivali East,1750,recent construction,Semi Furnished,3,3,3,1,36500
2,Powai,900,recent construction,Unfurnished,2,2,0,1,16500
1,Kandivali West,450,recent construction,Unfurnished,1,2,0,1,5300
1,Kandivali East,600,modern property,Fully Furnished,1,2,0,1,11500
1,Lower Parel,475,new construction,Semi Furnished,1,2,2,1,14500
2,Borivali West,650,mid age property,Semi Furnished,2,1,0,1,16000
2,Mulund East,850,mid age property,Unfurnished,2,2,0,1,14500
1,Kandivali East,650,modern property,Semi Furnished,1,2,0,1,9500
3,Santacruz West,1400,new construction,Semi Furnished,3,3,0,1,70000
2,Santacruz West,975,modern property,Semi Furnished,2,1,0,1,45000
1,Borivali West,650,modern property,Semi Furnished,1,2,0,1,10700
3,Kanjurmarg East,1428,recent construction,Semi Furnished,3,3,1,1,28000
3,Borivali East,1200,modern property,Unfurnished,3,3,0,1,23500
1,Kandivali East,650,modern property,Unfurnished,1,2,0,1,12500
2,Powai,1100,new construction,Semi Furnished,2,2,0,1,26500
1,Mulund West,585,modern property,Semi Furnished,1,2,0,1,10500
2,Jogeshwari West,1080,modern property,Semi Furnished,2,2,0,1,23000
1,Naigaon East,560,recent construction,Unfurnished,1,1,2,1,3300
3,Mulund West,1506,recent construction,Semi Furnished,3,2,2,1,31500
1,Govandi,677,recent construction,Unfurnished,1,2,0,1,16500
2,Prabhadevi,950,recent construction,Semi Furnished,2,2,0,1,47000
1,Nalasopara West,610,new construction,Semi Furnished,1,1,2,1,3400
1,Bhandup West,535,modern property,Unfurnished,1,1,0,1,11000
3,Andheri West,1550,new construction,Unfurnished,3,3,1,1,38000
1,Kanjurmarg East,455,recent construction,Fully Furnished,1,1,0,1,8500
2,Bhandup West,749,recent construction,Fully Furnished,2,2,1,1,11500
1,Mulund West,615,mid age property,Semi Furnished,1,2,0,0,11000
2,Bhandup East,1150,new construction,Semi Furnished,2,2,0,1,30000
2,Kandivali East,1050,modern property,Unfurnished,2,2,0,1,22000
3,Vile Parle East,1300,new construction,Semi Furnished,3,3,0,1,50000
1,Nalasopara West,595,recent construction,Semi Furnished,1,1,2,1,3000
2,Andheri West,750,new construction,Semi Furnished,2,2,0,1,22500
3,Powai,1210,modern property,Fully Furnished,3,2,2,1,38500
4,Chembur,2176,recent construction,Semi Furnished,4,4,5,1,65000
1,Malad East,500,recent construction,Fully Furnished,1,2,0,1,12500
4,Borivali West,1453,recent construction,Semi Furnished,4,3,0,1,39700
2,Chembur,800,recent construction,Unfurnished,2,2,0,1,25200
1,Mira Road East,650,recent construction,Semi Furnished,1,2,2,1,8500
2,Chembur,700,recent construction,Fully Furnished,2,2,0,1,15000
1,Byculla,650,recent construction,Semi Furnished,1,2,0,1,20000
3,Chembur,1350,recent construction,Unfurnished,3,3,1,1,25000
1,Parel,240,new construction,Unfurnished,1,1,0,0,4500
2,Kandivali East,1000,new construction,Unfurnished,2,2,0,1,16500
2,Chembur,800,recent construction,Unfurnished,2,2,0,1,19000
3,Vile Parle East,1245,new construction,Unfurnished,3,3,0,1,52100
3,Cumballa Hill,1500,mid age property,Fully Furnished,3,4,0,1,85000
3,Powai,2369,recent construction,Unfurnished,3,3,3,1,67500
2,Kurla West,1050,new construction,Semi Furnished,2,2,2,0,11500
2,Goregaon East,1250,recent construction,Semi Furnished,2,2,0,1,28000
2,Chembur,924,recent construction,Semi Furnished,2,1,0,1,23000
1,Mira Road East,546,recent construction,Semi Furnished,1,2,2,0,6600
1,Nalasopara West,550,recent construction,Semi Furnished,1,1,2,1,1700
3,Kurla East,1550,modern property,Fully Furnished,3,1,0,1,59900
1,Nalasopara West,535,recent construction,Semi Furnished,1,1,2,1,2600
2,Kanjurmarg West,600,new construction,Semi Furnished,2,2,0,1,12500
2,Chembur,850,recent construction,Unfurnished,2,2,0,0,18000
2,Mira Road East,1020,new construction,Semi Furnished,2,2,3,1,12100
3,Goregaon East,827,recent construction,Fully Furnished,3,2,0,1,24000
2,Malad West,1000,recent construction,Unfurnished,2,2,0,1,16000
3,Bhandup West,1241,new construction,Semi Furnished,3,2,1,1,28500
3,Kanjurmarg East,1058,recent construction,Semi Furnished,3,1,0,1,15100
2,Kandivali West,700,recent construction,Unfurnished,2,2,0,1,12200
2,Powai,1250,recent construction,Semi Furnished,2,2,0,1,37000
3,Malad East,835,recent construction,Semi Furnished,3,1,0,1,17800
1,Dahisar West,600,modern property,Semi Furnished,1,2,0,1,9500
2,Dadar West,650,recent construction,Semi Furnished,2,2,1,1,30000
2,Andheri East,700,new construction,Semi Furnished,2,2,0,1,26000
2,Chembur,1100,new construction,Semi Furnished,2,2,0,1,24600
2,Santacruz East,670,recent construction,Semi Furnished,2,2,0,1,21100
1,Kandivali East,585,modern property,Semi Furnished,1,2,0,0,10000
4,Chembur,2300,recent construction,Semi Furnished,4,1,0,1,86000
2,Kandivali East,1125,new construction,Semi Furnished,2,2,2,1,17500
2,Malad West,860,new construction,Unfurnished,2,2,1,1,15200
1,Ghatkopar East,550,new construction,Semi Furnished,1,1,0,0,9700
3,Chembur,1158,recent construction,Semi Furnished,3,2,0,1,30800
2,Vasai West,750,mid age property,Semi Furnished,2,2,0,1,5800
2,Mira Road East,880,recent construction,Semi Furnished,2,2,2,1,11500
2,Virar West,1150,recent construction,Semi Furnished,2,2,1,1,7700
2,Powai,900,recent construction,Semi Furnished,2,2,0,1,31000
3,Sion,1355,recent construction,Semi Furnished,3,3,1,1,41200
1,Virar West,650,recent construction,Semi Furnished,1,1,0,1,3200
1,Powai,620,modern property,Semi Furnished,1,2,0,1,8800
2,Borivali East,900,modern property,Unfurnished,2,2,0,1,16500
1,Vasai East,710,new construction,Semi Furnished,1,1,2,1,3500
3,Andheri West,1514,mid age property,Semi Furnished,3,3,0,1,54900
2,Goregaon East,980,modern property,Unfurnished,2,2,0,1,8800
3,Jogeshwari East,1820,recent construction,Semi Furnished,3,3,2,1,60000
2,Mira Road East,950,modern property,Fully Furnished,2,4,0,1,12000
3,Wadala East,1255,modern property,Fully Furnished,3,3,0,1,25500
3,Santacruz West,1440,mid age property,Semi Furnished,3,2,0,1,61000
4,Lower Parel,1550,recent construction,Fully Furnished,4,4,0,1,102500
1,Borivali West,699,recent construction,Fully Furnished,1,2,0,1,13000
4,Andheri East,1350,new construction,Semi Furnished,4,3,0,1,42500
1,Dahisar West,515,recent construction,Unfurnished,1,2,0,1,10700
1,Vasai East,715,new construction,Unfurnished,1,1,3,0,4000
2,Vasai East,965,recent construction,Fully Furnished,2,3,0,1,7200
3,Andheri West,1300,recent construction,Unfurnished,3,2,1,1,45000
3,Sewri,1600,recent construction,Unfurnished,3,3,1,1,40000
1,Borivali West,545,mid age property,Unfurnished,1,2,0,1,9800
3,Chembur,1670,recent construction,Unfurnished,3,3,3,1,35000
3,Virar West,1074,recent construction,Unfurnished,3,3,1,1,5600
2,Kandivali West,1100,modern property,Semi Furnished,2,2,0,1,17800
1,Malad West,425,modern property,Semi Furnished,1,1,0,1,8500
3,Kandivali West,1852,modern property,Fully Furnished,3,3,0,1,32400
2,Virar West,860,recent construction,Semi Furnished,2,2,1,1,4000
3,Bandra West,1500,recent construction,Unfurnished,3,2,0,1,60000
1,Virar West,635,recent construction,Semi Furnished,1,1,2,1,2900
2,Kandivali East,1400,new construction,Semi Furnished,2,2,0,1,24000
1,Malad West,700,recent construction,Semi Furnished,1,2,0,1,9900
3,Santacruz West,2000,mid age property,Fully Furnished,3,3,1,1,81000
3,Andheri East,1450,new construction,Unfurnished,3,1,0,1,62500
2,Kandivali West,800,modern property,Semi Furnished,2,2,0,1,15000
2,Vile Parle East,910,recent construction,Fully Furnished,2,2,0,1,26000
1,Kandivali West,600,recent construction,Semi Furnished,1,2,0,1,11500
2,Kurla East,588,recent construction,Unfurnished,2,2,0,1,16000
2,Virar West,650,recent construction,Semi Furnished,2,2,3,0,4000
1,Naigaon East,600,new construction,Unfurnished,1,1,2,1,3300
2,Kandivali East,950,new construction,Unfurnished,2,2,0,1,18500
2,Powai,1000,recent construction,Unfurnished,2,2,1,1,26000
3,Malad West,1061,recent construction,Semi Furnished,3,2,0,1,19400
1,Naigaon East,580,new construction,Unfurnished,1,1,3,1,3400
3,Kanjurmarg East,1573,recent construction,Semi Furnished,3,3,1,1,31500
2,Mira Road East,1050,new construction,Semi Furnished,2,2,3,1,12200
1,Bhandup West,558,new construction,Unfurnished,1,2,0,1,9000
1,Prabhadevi,525,new construction,Semi Furnished,1,2,0,1,19000
3,Prabhadevi,1400,recent construction,Semi Furnished,3,3,0,1,62000
2,Dahisar East,970,new construction,Semi Furnished,2,2,2,1,7500
2,Bandra West,1150,mid age property,Semi Furnished,2,2,2,1,58500
3,Powai,2500,modern property,Semi Furnished,3,2,3,1,85000
2,Andheri West,1250,new construction,Unfurnished,2,2,0,1,31000
2,Matunga East,900,new construction,Unfurnished,2,1,0,1,34000
2,Dahisar East,800,modern property,Semi Furnished,2,3,0,1,15000
3,Santacruz West,1443,modern property,Semi Furnished,3,3,0,1,100000
1,Powai,560,new construction,Semi Furnished,1,2,0,1,16000
1,Ghatkopar East,422,new construction,Semi Furnished,1,2,0,0,10500
2,Mira Road East,900,recent construction,Semi Furnished,2,2,2,1,8800
1,Andheri West,400,mid age property,Fully Furnished,1,1,0,1,9000
3,Bandra East,1125,new construction,Unfurnished,3,3,1,1,34200
4,Chembur,2000,recent construction,Semi Furnished,4,3,0,1,57000
2,Kandivali West,600,new construction,Semi Furnished,2,2,0,1,13500
1,Virar West,650,recent construction,Unfurnished,1,2,2,1,4000
3,Vile Parle East,1125,new construction,Unfurnished,3,3,0,1,38000
2,Chembur,1080,recent construction,Semi Furnished,2,2,0,1,19000
3,Borivali East,1100,modern property,Semi Furnished,3,3,0,1,35000
3,Malad East,1700,recent construction,Semi Furnished,3,1,0,1,34500
1,Mira Road East,600,recent construction,Unfurnished,1,2,2,1,5200
2,Powai,800,recent construction,Semi Furnished,2,2,0,1,27600
1,Borivali West,600,recent construction,Fully Furnished,1,2,0,1,11000
1,Malad West,750,recent construction,Semi Furnished,1,2,0,1,9900
2,Mira Road East,850,recent construction,Fully Furnished,2,2,1,0,9900
3,Santacruz West,1250,mid age property,Semi Furnished,3,1,0,1,55000
4,Dadar East,2028,recent construction,Semi Furnished,4,1,0,1,115000
2,Kandivali East,870,modern property,Semi Furnished,2,2,0,1,17500
3,Wadala East,1315,recent construction,Fully Furnished,3,3,0,1,30000
4,Lower Parel,2600,recent construction,Unfurnished,4,3,4,1,145000
2,Powai,1150,recent construction,Semi Furnished,2,2,0,1,33300
2,Dahisar East,948,recent construction,Unfurnished,2,2,1,1,20000
3,Mulund East,1050,new construction,Unfurnished,3,3,2,1,24000
2,Prabhadevi,975,modern property,Semi Furnished,2,1,0,1,37000
1,Ghatkopar East,600,recent construction,Semi Furnished,1,2,1,1,16500
1,Vile Parle East,450,new construction,Unfurnished,1,2,0,0,12500
4,Wadala,1500,new construction,Semi Furnished,4,4,0,1,45000
1,Borivali West,600,modern property,Semi Furnished,1,1,0,1,12000
2,Andheri East,860,recent construction,Semi Furnished,2,2,0,1,16100
3,Kurla East,1019,recent construction,Semi Furnished,3,3,0,1,15900
3,Chembur,1150,recent construction,Unfurnished,3,2,0,1,32000
4,Andheri West,2100,modern property,Semi Furnished,4,4,4,0,100000
1,Kandivali West,500,recent construction,Unfurnished,1,2,0,1,8600
3,Ghatkopar West,1120,recent construction,Semi Furnished,3,3,0,1,27800
4,Cuffe Parade,1800,mid age property,Fully Furnished,3,1,0,1,130000
1,Wadala,380,new construction,Unfurnished,1,1,0,1,4500
2,Goregaon East,825,modern property,Semi Furnished,2,2,0,0,7600
3,Kandivali West,1300,new construction,Fully Furnished,3,3,0,1,27000
2,Virar West,940,recent construction,Semi Furnished,2,2,2,1,7100
1,Virar West,800,recent construction,Unfurnished,1,2,1,0,3200
2,Powai,1100,modern property,Semi Furnished,2,2,0,1,36500
1,Mira Road East,600,recent construction,Unfurnished,1,2,2,1,7500
2,Borivali West,600,modern property,Unfurnished,2,2,0,0,17500
1,Kandivali East,600,recent construction,Unfurnished,1,2,0,1,10800
2,Malad West,750,recent construction,Semi Furnished,2,2,2,1,20500
1,Naigaon East,560,new construction,Unfurnished,1,1,3,1,3000
3,Wadala,1350,new construction,Semi Furnished,3,2,2,1,41500
2,Chembur,850,recent construction,Fully Furnished,2,2,0,1,17000
2,Santacruz West,1000,new construction,Semi Furnished,2,2,0,1,49500
2,Borivali West,450,mid age property,Semi Furnished,2,2,0,1,11100
2,Mira Road East,950,recent construction,Unfurnished,2,2,3,1,8500
2,Mazgaon,850,new construction,Unfurnished,2,2,0,1,22000
4,Powai,3022,recent construction,Semi Furnished,4,4,1,1,77500
4,Wadala,2100,recent construction,Semi Furnished,4,3,1,1,90000
1,Mulund East,560,modern property,Semi Furnished,1,1,0,0,10000
1,Andheri West,575,recent construction,Semi Furnished,1,1,0,0,17000
1,Mulund West,525,recent construction,Semi Furnished,1,2,0,1,10500
3,Chembur,1350,recent construction,Unfurnished,3,2,0,1,37500
3,Vasai West,1200,recent construction,Semi Furnished,2,3,0,1,8500
1,Jogeshwari East,650,mid age property,Semi Furnished,1,1,0,1,14000
2,Mulund West,1050,new construction,Fully Furnished,2,2,0,1,22500
3,Chembur,1280,recent construction,Semi Furnished,3,2,0,1,35600
1,Mazgaon,650,recent construction,Semi Furnished,1,2,0,1,22500
1,Malad West,600,recent construction,Semi Furnished,1,2,0,1,13500
3,Goregaon West,1200,new construction,Semi Furnished,3,2,2,1,32500
2,Powai,1250,recent construction,Semi Furnished,2,2,0,1,35500
3,Andheri West,1200,modern property,Semi Furnished,3,3,0,1,42500
2,Dadar East,700,recent construction,Semi Furnished,2,2,0,1,32500
4,Powai,2100,recent construction,Semi Furnished,4,4,1,1,64900
2,Mulund East,875,modern property,Fully Furnished,2,2,0,0,17000
2,Vile Parle West,840,new construction,Unfurnished,2,2,0,1,31200
2,Andheri West,1000,modern property,Fully Furnished,2,1,0,1,26500
2,Andheri West,1250,recent construction,Semi Furnished,2,2,0,1,22000
4,Prabhadevi,2500,mid age property,Fully Furnished,4,3,3,1,67500
1,Mira Road East,695,new construction,Semi Furnished,1,2,3,1,6700
2,Wadala,784,new construction,Semi Furnished,2,2,0,1,27300
3,Mulund East,1300,new construction,Unfurnished,3,3,2,1,32000
1,Naigaon East,607,recent construction,Semi Furnished,1,2,2,1,3500
2,Sion,955,new construction,Unfurnished,2,2,3,1,28000
1,Andheri West,520,mid age property,Unfurnished,1,1,0,1,20400
2,Vikhroli East,1250,recent construction,Unfurnished,2,2,1,1,30000
1,Mira Road East,590,new construction,Semi Furnished,1,2,2,1,9700
1,Nalasopara East,695,recent construction,Semi Furnished,1,2,3,1,4000
3,Bandra East,1125,new construction,Unfurnished,3,2,3,1,36100
1,Andheri West,600,new construction,Unfurnished,1,2,0,1,15500
2,Wadala East,955,recent construction,Semi Furnished,2,2,0,1,18300
1,Goregaon West,650,modern property,Unfurnished,1,2,0,0,12000
1,Mira Road East,420,recent construction,Semi Furnished,1,1,2,1,6300
2,Mulund West,860,modern property,Semi Furnished,2,2,0,0,14500
2,Colaba,1025,modern property,Semi Furnished,2,2,0,1,60000
3,Mahim,750,recent construction,Fully Furnished,3,3,0,0,24800
1,Virar West,685,new construction,Semi Furnished,1,2,2,1,2900
2,Bandra West,1250,recent construction,Semi Furnished,2,2,0,1,50000
1,Lower Parel,400,new construction,Semi Furnished,1,1,0,0,5800
5,Mira Road East,2480,recent construction,Semi Furnished,5,4,3,1,38500
3,Borivali West,1250,recent construction,Semi Furnished,3,3,1,1,22500
2,Matunga East,1005,new construction,Unfurnished,2,1,0,1,40000
2,Kandivali West,820,modern property,Fully Furnished,2,2,0,1,17500
2,Mulund East,850,new construction,Unfurnished,2,2,0,1,14000
1,Kandivali West,610,recent construction,Semi Furnished,1,2,0,1,10000
2,Mira Road East,999,new construction,Semi Furnished,2,2,3,1,8900
3,Lower Parel,2600,new construction,Unfurnished,3,3,1,1,80000
2,Kandivali East,1050,recent construction,Unfurnished,2,2,3,1,19000
1,Powai,880,new construction,Semi Furnished,1,2,0,1,16000
1,Thane West,644,recent construction,Unfurnished,1,1,0,1,5200
1,Nalasopara West,595,recent construction,Semi Furnished,1,1,2,1,2800
4,Chembur,3000,new construction,Semi Furnished,3,3,1,1,70000
1,Vile Parle East,673,modern property,Semi Furnished,1,1,0,0,20000
1,Dadar West,600,modern property,Semi Furnished,1,2,2,1,24000
1,Mira Road East,605,recent construction,Semi Furnished,1,2,3,0,6300
1,Nalasopara West,610,new construction,Semi Furnished,1,1,1,1,3000
2,Mira Road East,756,new construction,Semi Furnished,2,2,3,1,12000
2,Malad West,850,recent construction,Unfurnished,2,2,0,1,14500
1,Wadala,575,modern property,Semi Furnished,1,2,0,0,12000
3,Vikhroli West,1560,recent construction,Unfurnished,3,2,0,1,42000
3,Jogeshwari East,1950,new construction,Unfurnished,3,1,0,1,54500
2,Kanjurmarg East,920,new construction,Semi Furnished,2,2,0,1,22500
2,Mulund West,880,new construction,Unfurnished,2,2,0,1,21000
2,Bhayandar East,1050,recent construction,Semi Furnished,2,2,4,1,8500
3,Kandivali East,1200,recent construction,Semi Furnished,3,2,0,1,21500
3,Worli,2500,recent construction,Semi Furnished,3,3,1,1,140000
3,Borivali East,1020,recent construction,Unfurnished,3,3,2,1,24000
3,Chembur,1350,recent construction,Unfurnished,3,2,0,1,37800
3,Chembur,1255,new construction,Unfurnished,3,2,0,1,35000
2,Andheri West,1150,recent construction,Semi Furnished,2,2,0,1,24000
3,Dadar West,2100,recent construction,Semi Furnished,3,3,1,1,67500
2,Powai,1000,recent construction,Semi Furnished,2,2,1,1,20900
2,Nalasopara West,845,recent construction,Semi Furnished,2,3,0,1,4600
4,Bandra West,1800,modern property,Semi Furnished,4,4,0,1,85000
4,Vile Parle East,2430,recent construction,Fully Furnished,4,4,0,1,85000
3,Andheri West,1500,mid age property,Semi Furnished,3,3,0,1,36500
2,Bhandup West,775,recent construction,Fully Furnished,2,2,1,1,15200
2,Mira Road East,1155,recent construction,Semi Furnished,2,3,0,1,13000
3,Goregaon East,1375,recent construction,Semi Furnished,3,3,0,1,35000
1,Powai,630,recent construction,Semi Furnished,1,1,0,1,15000
2,Mira Road East,1020,recent construction,Semi Furnished,2,2,2,1,11000
3,Sion,1600,recent construction,Semi Furnished,3,3,0,1,55000
2,Malad West,700,mid age property,Fully Furnished,2,2,0,1,9500
1,Virar West,690,new construction,Semi Furnished,1,1,2,1,4400
2,Mira Road East,1100,new construction,Semi Furnished,2,2,3,1,10000
2,Sion,1055,recent construction,Semi Furnished,2,3,0,1,27000
2,Kandivali West,800,recent construction,Fully Furnished,2,2,0,1,16000
1,Mira Road East,680,recent construction,Semi Furnished,1,2,3,1,6800
3,Khar West,1150,new construction,Unfurnished,3,3,0,1,62500
3,Chembur,870,new construction,Unfurnished,3,3,0,1,19000
4,Andheri West,3800,recent construction,Fully Furnished,4,4,0,1,62500
4,Borivali West,1453,recent construction,Semi Furnished,3,2,0,1,39200
2,Wadala East,960,recent construction,Unfurnished,2,2,1,1,32000
1,Virar West,625,recent construction,Semi Furnished,1,1,2,1,3200
2,Andheri West,755,modern property,Semi Furnished,2,2,0,1,30500
4,Andheri West,2000,modern property,Unfurnished,4,4,0,1,40000
1,Mulund West,600,new construction,Semi Furnished,1,2,0,1,10500
3,Bhandup West,1068,new construction,Unfurnished,3,3,0,1,22000
3,Malad East,1270,new construction,Unfurnished,3,3,1,1,30200
1,Ghatkopar East,560,new construction,Unfurnished,1,2,0,1,12100
1,Sion,650,recent construction,Semi Furnished,1,2,0,1,22500
1,Powai,379,new construction,Semi Furnished,1,2,0,1,15800
1,Mira Road East,710,recent construction,Semi Furnished,1,2,2,1,7900
2,Chembur,600,modern property,Fully Furnished,2,2,0,1,15000
2,Sion,960,mid age property,Semi Furnished,2,1,0,1,24900
1,Vasai East,690,new construction,Semi Furnished,1,1,2,1,3400
2,Mira Road East,800,new construction,Fully Furnished,2,2,3,1,11000
2,Kurla East,598,new construction,Semi Furnished,2,2,0,0,14800
2,Santacruz East,1075,modern property,Unfurnished,2,2,1,1,18500
3,Bandra East,1400,new construction,Semi Furnished,3,3,1,1,59800
1,Jogeshwari East,400,new construction,Unfurnished,1,2,0,1,8600
1,others,367,recent construction,Semi Furnished,1,2,0,0,20000
3,Powai,1755,recent construction,Semi Furnished,3,3,2,1,60000
1,Kandivali East,600,new construction,Semi Furnished,1,2,0,1,12000
1,Malad West,550,modern property,Unfurnished,1,1,0,0,7500
3,Thane West,908,new construction,Unfurnished,3,3,3,1,14500
3,Vikhroli East,1100,recent construction,Semi Furnished,3,3,2,1,48000
1,Thane West,650,recent construction,Semi Furnished,1,2,0,1,6600
3,Andheri West,1250,modern property,Semi Furnished,3,3,0,1,35000
4,Worli,2250,recent construction,Semi Furnished,4,5,0,1,74000
3,Worli,1890,modern property,Semi Furnished,3,2,0,1,92500
3,Malad West,1200,recent construction,Semi Furnished,3,3,0,1,27500
2,Goregaon East,812,recent construction,Fully Furnished,2,2,0,1,21000
3,Borivali West,950,new construction,Unfurnished,3,3,0,1,29500
3,Matunga West,1380,recent construction,Semi Furnished,3,3,1,1,58000
4,Andheri West,2800,recent construction,Fully Furnished,4,4,0,1,165500
3,Kanjurmarg East,1180,recent construction,Semi Furnished,3,3,0,1,16200
2,Goregaon West,1306,new construction,Semi Furnished,2,2,1,1,22500
1,Malad West,537,mid age property,Semi Furnished,1,1,0,1,9200
2,Andheri East,898,new construction,Unfurnished,2,2,0,1,20000
3,Wadala,1580,modern property,Fully Furnished,3,3,0,1,62000
4,Andheri West,2871,modern property,Unfurnished,4,4,0,1,165000
2,Mulund West,850,mid age property,Semi Furnished,2,2,0,1,15000
1,Goregaon West,550,new construction,Unfurnished,1,2,0,1,13800
1,Malad West,650,recent construction,Unfurnished,1,2,1,1,8400
1,Virar West,560,recent construction,Semi Furnished,1,1,0,1,3300
3,Andheri East,1500,recent construction,Semi Furnished,3,3,1,1,27000
1,Chembur,600,new construction,Semi Furnished,1,2,0,1,12500
1,Kurla East,450,recent construction,Unfurnished,1,1,1,1,7900
2,Kurla West,1100,new construction,Semi Furnished,2,2,0,1,13900
3,Borivali East,1083,new construction,Unfurnished,3,2,0,1,32700
3,Andheri West,1500,modern property,Semi Furnished,3,3,0,1,48000
4,Vikhroli East,2450,recent construction,Semi Furnished,4,4,1,1,107500
2,Vile Parle East,912,modern property,Semi Furnished,2,2,0,1,32000
3,Bhandup West,1640,recent construction,Semi Furnished,3,3,1,1,31000
4,Goregaon East,2500,recent construction,Semi Furnished,4,4,1,1,70000
2,Dahisar East,1100,modern property,Fully Furnished,2,1,0,1,18000
3,Borivali East,1073,recent construction,Unfurnished,3,2,2,1,50000
3,Khar West,900,recent construction,Semi Furnished,3,3,0,1,41500
3,Tardeo,1850,recent construction,Semi Furnished,3,3,0,1,81000
2,Mira Road East,1070,modern property,Fully Furnished,2,2,4,1,13500
1,Nalasopara West,610,recent construction,Semi Furnished,1,2,1,1,2800
2,Chembur,750,new construction,Unfurnished,2,2,0,1,20000
2,Kandivali East,800,recent construction,Semi Furnished,2,2,0,1,15000
3,Khar West,1700,new construction,Semi Furnished,3,4,0,1,79000
2,Bhandup West,900,recent construction,Semi Furnished,2,2,0,1,20000
1,Kandivali West,600,new construction,Unfurnished,1,2,0,1,8800
1,Kandivali East,785,modern property,Semi Furnished,1,2,0,0,12200
2,Santacruz East,840,modern property,Semi Furnished,2,2,0,1,19000
1,Powai,555,mid age property,Unfurnished,1,1,0,1,10100
3,Andheri West,2000,new construction,Unfurnished,3,4,0,1,60000
1,Mira Road East,700,recent construction,Unfurnished,1,2,3,0,6500
3,Andheri West,866,recent construction,Unfurnished,3,2,0,1,23000
1,Chembur,650,recent construction,Semi Furnished,1,1,0,1,11500
3,Malad East,2268,recent construction,Unfurnished,3,3,1,1,36000
2,Borivali West,1000,recent construction,Semi Furnished,2,1,0,1,15400
1,Goregaon East,545,recent construction,Unfurnished,1,1,1,1,4800
3,Andheri East,994,new construction,Unfurnished,3,3,0,1,24600
1,Kandivali East,525,modern property,Unfurnished,1,2,0,0,9000
2,Santacruz East,1000,new construction,Unfurnished,2,2,0,1,28500
3,Dadar West,1800,recent construction,Fully Furnished,3,3,0,1,90000
3,Jogeshwari East,1900,new construction,Semi Furnished,3,1,0,1,70000
2,Borivali West,1100,recent construction,Semi Furnished,2,3,1,1,25000
3,Powai,2000,recent construction,Unfurnished,3,2,2,1,62500
2,Andheri West,990,modern property,Unfurnished,2,2,1,1,25000
1,Mira Road East,550,recent construction,Unfurnished,1,2,0,1,4700
1,Borivali East,554,modern property,Semi Furnished,1,2,0,0,10000
3,Andheri East,958,new construction,Unfurnished,3,3,0,1,24800
4,Matunga East,1670,new construction,Semi Furnished,4,4,4,1,60000
3,Matunga East,925,new construction,Unfurnished,3,2,0,1,32100
2,Kandivali East,1050,modern property,Fully Furnished,2,2,1,0,15500
2,Powai,1000,recent construction,Unfurnished,2,2,1,1,26600
3,Chembur,1320,recent construction,Semi Furnished,3,2,0,1,21500
3,Goregaon West,1250,recent construction,Semi Furnished,3,3,2,1,27500
1,Mira Road East,695,recent construction,Semi Furnished,1,2,3,1,6500
2,Goregaon East,870,modern property,Fully Furnished,2,2,0,1,7300
3,Bandra West,1500,recent construction,Fully Furnished,3,3,0,1,67500
4,Mulund West,1700,modern property,Fully Furnished,4,5,0,1,39000
1,Virar West,880,new construction,Semi Furnished,1,1,2,1,3100
2,Mulund West,663,recent construction,Semi Furnished,2,2,0,1,20000
1,Kandivali West,756,recent construction,Fully Furnished,1,1,0,1,13000
3,Mira Road East,1650,recent construction,Fully Furnished,3,3,3,1,19000
1,Kandivali East,365,modern property,Unfurnished,1,1,0,1,7500
2,Chembur,730,recent construction,Fully Furnished,2,2,0,1,17500
3,Mulund West,1160,recent construction,Semi Furnished,2,1,0,1,23500
2,Andheri West,760,recent construction,Unfurnished,2,2,0,1,23000
4,Vikhroli East,2500,new construction,Semi Furnished,4,4,3,0,100000
2,Mulund West,1150,new construction,Semi Furnished,2,2,0,1,21700
3,Bhandup West,1118,recent construction,Unfurnished,3,2,0,1,30000
3,Borivali West,1500,modern property,Semi Furnished,3,1,0,1,35000
2,Chembur,1050,recent construction,Unfurnished,2,2,0,1,14900
1,Andheri East,480,mid age property,Semi Furnished,1,2,0,1,10900
2,Goregaon East,820,recent construction,Unfurnished,2,2,0,1,17500
2,Mulund West,1088,new construction,Unfurnished,2,2,0,1,18300
1,Nalasopara West,590,recent construction,Semi Furnished,1,1,2,1,2400
1,Naigaon East,610,new construction,Unfurnished,1,1,2,1,3300
1,Virar West,650,recent construction,Semi Furnished,1,1,2,1,3100
1,Borivali West,650,mid age property,Semi Furnished,1,2,0,1,11700
2,Andheri West,1050,modern property,Unfurnished,2,2,0,1,21500
1,Mulund East,700,modern property,Unfurnished,1,1,0,1,10500
1,Mira Road East,580,modern property,Unfurnished,1,1,0,1,6500
3,Andheri West,1500,modern property,Semi Furnished,3,3,0,1,45000
1,Mulund West,307,new construction,Unfurnished,1,1,0,1,9200
1,Naigaon East,610,new construction,Unfurnished,1,1,2,1,3500
1,Mira Road East,650,new construction,Semi Furnished,1,2,3,1,6500
2,Virar West,650,recent construction,Semi Furnished,2,2,3,0,3800
2,Kanjurmarg East,1245,recent construction,Unfurnished,2,2,0,1,19500
3,Parel,1550,mid age property,Semi Furnished,3,3,0,1,60000
3,Kandivali West,1250,recent construction,Unfurnished,3,3,2,1,22500
3,Khar West,1200,recent construction,Unfurnished,3,2,0,1,50000
2,Kandivali East,650,recent construction,Semi Furnished,2,2,1,1,9700
